0	<<	36
1	<<	13
2	<<	35
3	<<	3
4	<<	27
5	<<	41
6	<<	6
7	<<	7
8	<<	5
9	<<	9
10	<<	10
11	<<	37
12	<<	12
13	<<	13
14	<<	28
15	<<	15
16	<<	16
17	<<	38
18	<<	18
19	<<	19
20	<<	5
21	<<	21
22	<<	39
23	<<	23
24	<<	24
25	<<	25
26	<<	25
27	<<	21
28	<<	24
29	<<	29
30	<<	2
31	<<	21
32	<<	32
33	<<	43
34	<<	34
35	<<	3
36	<<	36
37	<<	37
38	<<	38
39	<<	39
40	<<	23
41	<<	38
42	<<	42
43	<<	24
44	<<	44
